,OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments,q4_1_2nd_business_postcode
24,25,225,18/05/2020,Yes,No,Yes,No,No,No,2000,Incorporated for-profit,"Coaching, training and consulting",No,5,0,0,2,No impact,,,,,High,High,High,Low,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Yes,Yes,Yes,no_response,no_response,Mostly,Not at all,Not at all,no_response,Applied - awaiting outcome,Not required,Applied – successful,Applied – successful,Other,Other,Applied – awaiting outcome,Not required,I'm not aware of tax relief from federal government or state business grants,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,No,Yes,No,No,No,No,no_response,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Stage 2: 20 people,no_response,Yes,Nothing,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,Yes,Yes,No,No,Yes,No,no_response,1-3 months,4-6 months,,,,,,1-3 months,1-3 months,1-3 months,Very important,Very important,Very important,Somewhat important,,Somewhat important,Not very important,,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,no_response,no_response,no_response,40-49,Female,No,No,2020,Unit/apartment in a 4+ storey block,Paying it off / mortgaged,No,no_response,no_response,no_response
26,27,227,18/05/2020,Yes,Yes,No,No,No,No,2011,"Incorporated not-for-profit (charity, social enterprise)",Creates partnerships with business and community,No,0,0,5,0,No impact,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
27,28,228,18/05/2020,Yes,No,Yes,No,No,No,2000,Incorporated for-profit,Market Research adn Mystery SHopping,No,20,1,18,0,Yes – I’ve let staff go,17,1,0,0,High,None / NA,High,None / NA,Some,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,No,Yes,Yes,New products and services,Mystery shopping to measure adherence to COVI-19 social distancing protocols in retail and hispitality,Completely,Completely,Completely,no_response,Applied - successful,Not required,Preparing an application,Applied – successful,Applied – successful,Not required,Not required,Not required,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Not eligible,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,Do your market research through local suppliers,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Not sure,"Massive reduction in demand - even after restrictions lift. For example, retail wont spend on mystery shopping for a long time. Predict a severe recession regardless. Will be a smaller, leaner organization until recession lifts (maybe 2022)",Yes,"Loss of income / employment,Worrying about the security of my job",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Important,Very important,Very important,Somewhat important,,Important,Important,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
29,30,230,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,WE ARE A TAILORING WORKSHOP/SHOPFRONT,No,2,1,1,1,WE ARE NOW WORKING NORMAL HOURS AS BEFORE THE COVIT 19 BY WAY OF JOBKEEPR,2,1,1,1,High,Low,High,Low,High,High,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Yes,Yes,Yes,"WE WILL NEVER LEASE AGAIN FROM AN ORGANASATION THAT HAS  MULTIPLE  INVESTORS IN THE OWNERSHIP OF THE BUILDING, AS OF 19-05-2020 OUR LANDLODS ARE STILL NOT PASSING ON THE RENT REDUCTION EVEN THOUGH OUR SALES HAVE DROPPED EARLY 80%, DISGRACEFULL AND GREEDY",no_response,Mostly,Mostly,Mostly,no_response,Applied - unsuccessful,Applied – successful,Applied – successful,Applied – successful,Applied – successful,Applied – successful,Applied – awaiting outcome,Applied – unsuccessful,no_response,no_response,THE LANDLORD IS NOT NEGOTIATING A RENT RELEIF AT ALL,AWAITING OUTCOME BUT LOOKING HIGHLY UNLIKELY,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,No,No,Yes,No,No,No,no_response,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Not sure,PROCECUTE AND SHAME GREEDY LANDLORDS THAT REFUSE TO DO THE RIGHT THING BY THEIR TENNANTS,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
31,32,232,18/05/2020,Yes,No,No,No,No,No,2009,Incorporated for-profit,Graphic Design. [personal data withheld],No,10,2,0,5,Yes – I’ve let staff go,8,2,0,3,Some,None / NA,Some,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Long term,Not Applicable,Not Applicable,No,Workforce working remotely,None,Mostly,Mostly,Mostly,no_response,no_response,no_response,Applied – successful,Applied – successful,Applied – successful,no_response,no_response,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,Yes,Yes,No,No,No,No,No,No,Take me off the voting register! I have no interest in SoS politics - I just happen to have my workplace here.,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not relevant,[personal data withheld],No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,[personal data withheld],no_response
33,34,234,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,Legal services and labour hire,No,16,3,0,0,Yes – I’ve let staff go,15,2,,,Some,None / NA,High,None / NA,Some,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Long term,No,No,No,Remote working,No,Completely,Mostly,Not at all,no_response,Applied - awaiting outcome,Not required,Not applied – not aware,Other,Not applied – not aware,Not applied – not aware,Not applied – not aware,Not required,JobKeeper successfully applied for in part of the business,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,Yes,No,No,No,No,No,Yes,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not relevant,no_response,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
34,35,235,18/05/2020,Yes,No,Yes,No,No,No,2000,Incorporated for-profit,"leadership consulting, and assessments",No,12,3,0,0,Kept all for now .. and ongoing review depending on revenue uptake,12,3,0,0,High,None / NA,High,None / NA,None / NA,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,No,No,Yes,Innovated to move workshops online; offering more free webinars; developed new product,No we are not,Completely,Completely,Not at all,no_response,Applied - awaiting outcome,Not required,Not applied – not aware,Applied – successful,Applied – successful,Not applied – not eligible,Not applied – not eligible,Not required,"PAYG Cash boost - applies, successful",option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,Yes,No,No,No,No,Yes,No,No,No,No,no_response,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Not relevant,"Flexible working hours, hybrid of work from home/office options",No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Thank you for doing this survey - very welcome to have a voice.,no_response
36,37,237,18/05/2020,Yes,No,No,No,No,No,2043,Incorporated for-profit,Food and beverage venue,No,26,10,3,14,I have stood down all employees to jobkeeper as business has not re-opened as of June 3rd,26,10,3,15,High,None / NA,None / NA,None / NA,High,None / NA,No - temporary closure,Yes,No,No,No,No,No,No,No,No,No,No,no_response,Change of restrictions,no_response,Not Applicable,Not Applicable,Not Applicable,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
37,38,238,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,"Creating some art, and holding workshops for local people",No,2,0,1,2,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,6+ months,No,Yes,Not Applicable,We can not import some materials from overseas.,No.,Mostly,Mostly,Mostly,no_response,Not required,Not required,Other,Applied – successful,Preparing,Applied – successful,Applied – awaiting outcome,Not required,no_response,no_response,We own our office,No debt,asking to accountant,no_response,no_response,no_response,no_response,no_response,no_response,No,Yes,No,Yes,No,Yes,No,No,No,No,No,",",No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Not sure,"At this point, it's a rule that you have to stay at a distance of 1.5 meters from anyone other than your family or people who live with you, but if you're a group together (eg booking a workshop), I'd like for it to be possible.  Also, in the case of a small office, each room is small, and the calculation of 1 person in 4 square meters is tough, so I would like one person in 3 square meters, for example.",Yes,"Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Wellbeing and mental health concerns,Discrimination or vilification",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
40,41,241,18/05/2020,Yes,No,No,No,No,No,2007,Incorporated for-profit,Print shop,No,2,1,1,1,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,Some,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,No,Yes,No,no_response,no_response,Completely,Completely,Completely,no_response,Applied - awaiting outcome,Preparing an application,Not applied – not eligible,Applied – successful,Applied – successful,Applied – successful,Applied – awaiting outcome,Preparing an application,no_response,no_response,Slow response from landlord,no_response,no_response,no_response,no_response,no_response,Awaiting feedback and outcome on small business grant :),no_response,no_response,Yes,No,No,No,No,Yes,No,No,Yes,No,No,",",No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Stage 3: 100 people,"More face to face conferences, events and functions",Yes,"Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me,Stress from children being at home more",No,No,No,No,No,No,No,No,No,no_response,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,no_response,No,No,No,No,No,No,No,Immediately,1-3 months,,,,,,1-3 months,Immediately,1-3 months,Somewhat important,Very important,Very important,Very important,,Somewhat important,Very important,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,no_response,no_response,no_response,40-49,Female,No,No,2019,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,No,no_response,Thank you,no_response
42,43,243,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,Thai Restaurant,No,25,10,10,5,"I have to let some staff go, and keep some to work,but the one that I keep has reduced hours",4,5,,1,High,None / NA,High,None / NA,High,High,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,No,Yes,Yes,no_response,no_response,Mostly,Completely,Not at all,no_response,Applied - successful,Applied – unsuccessful,Applied – awaiting outcome,Applied – awaiting outcome,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,The information is not heard in time. The application for the relief fund is too short,no_response,no_response,Yes,No,Yes,No,No,No,No,No,No,No,No,no_response,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Stage 3: 100 people,"Want to see more relax on Alcohol restriction, and city to promote event in city center to bring people back to city",Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Loss of income / employment,Worrying about the security of my job",No,No,Yes,No,Yes,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,Yes,Yes,no_response,Immediately,1-3 months,,,,,,1-3 months,Immediately,no_response,Important,Very important,Very important,Important,,Not very important,Somewhat important,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,no_response,no_response,"The economy in city center will suffer, especially small business.",40-49,Female,No,No,2032,Separate house,Renting,Yes,Thai,no_response,no_response
43,44,244,18/05/2020,Yes,Yes,Yes,No,Yes,No,2113,Incorporated for-profit,retail and wholesale,No,12,5,3,0,Yes – I’ve let staff go,12,,,,High,None / NA,High,None / NA,High,Low,No - temporary closure,No,No,No,Yes,No,Yes,Yes,No,No,No,No,no_response,traffic of customer,no_response,Yes,Yes,Yes,virtual appointment online,no,Somewhat,Somewhat,Somewhat,no_response,Applied - awaiting outcome,Applied – awaiting outcome,Applied – awaiting outcome,Applied – awaiting outcome,no_response,no_response,no_response,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,Yes,No,No,No,Yes,Yes,No,No,No,no_response,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Stage 1: 10 people,"ongoing cleaning, disinfect and social distancing on public transport to ensure our staff safety communing to work, thank you.",Yes,"Worrying about the security of my job ,Worrying about people who are important to me",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,Yes,No,No,Yes,No,No,no_response,4-6 months,Longer,,,,,,Longer,Longer,Longer,Very important,Important,Important,Somewhat important,,Not very important,Important,,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,no_response,a cleaner city,DISCRIMINATION towards Asian and people who wearing face masks in public,40-49,Prefer not to say,No,No,2223,Unit/apartment in a 1-3 storey block,Outright owner,No,no_response,be cautious - better safe than sorry!,no_response
44,45,245,18/05/2020,Yes,Yes,No,No,No,No,2010,Sole trader,Media production and publishing business,No,,,,,Yes – I’ve let staff go,0,,3,3,High,None / NA,High,High,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,No,No,No,no,no,Somewhat,Not at all,Not at all,Yes,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,Yes,No,No,No,No,No,No,No,"reduction of rates,stop wasting our taxes on useless  grants and use to clean up the streets, fix roads and footpaths and get city clean and safe.",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Stage 3: 100 people,Stop the wasting of taxes by the 3 levels of Govt.,Yes,"Not being able to access important services such as doctors, physios, counselling etc ,Loss of income / employment,Physical health concerns",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,Yes,No,no_response,Immediately,Immediately,,,,,,Immediately,Immediately,1-3 months,Somewhat important,Somewhat important,Very important,Important,,Somewhat important,Very important,,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,no_response,Hopefully positive,Public awareness of hygiene,80 years and over,Male,No,No,2010,Unit/apartment in a 4+ storey block,Outright owner,No,no_response,no_response,no_response
45,46,246,18/05/2020,Yes,Yes,No,No,No,No,2000,Sole trader,dentistry,No,3,1,0,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,High,No - temporary closure,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,no_response,Government restrictions had to be relaxed,no_response,Not Applicable,Not Applicable,Not Applicable,"pre-appointment phone contact Q&A,  on arrival Q&A, selective appointmenting",ADA,Completely,Mostly,Not at all,no_response,Applied - awaiting outcome,Not required,Not required,Applied – successful,Not applied – not aware,Applied – successful,Not applied – not aware,Not required,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,Yes,No,No,No,No,No,no_response,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not relevant,"public needs to be more relaxed individually and confident, which is outside the domain of direct Government action",No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
47,48,248,18/05/2020,Yes,No,No,No,No,No,2017,Incorporated for-profit,Health and wellness centre,No,1,0,1,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,None / NA,No - temporary closure,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,no_response,Increased cash flow and earlier opening for with government restrictions to ensure social distancing,no_response,Yes,Yes,Yes,Trying to hire the boots,no_response,Somewhat,Somewhat,Mostly,no_response,Applied - awaiting outcome,Applied – successful,Other,Applied – successful,Applied – awaiting outcome,Applied – successful,Applied – awaiting outcome,Not required,no_response,no_response,Ongoing negotiations,no_response,no_response,no_response,no_response,no_response,Awaiting outcome of grant application,no_response,no_response,Yes,No,Yes,No,No,No,No,Yes,No,No,No,no_response,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Stage 3: 100 people,no_response,Yes,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
48,49,249,18/05/2020,Yes,No,No,No,No,No,2000,Sole trader,retail of swpectacle frames and sunglases,No,5,1,0,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Not Applicable,Not Applicable,Not Applicable,no_response,no,Mostly,Mostly,Mostly,no_response,Applied - awaiting outcome,Not applied – not aware,Applied – successful,Applied – successful,Applied – successful,Not applied – not aware,Not applied – not aware,Not applied – not eligible,no_response,no_response,Havent had meeting yet,not necessary,received,received,received,still trying to apply through website.  Having difficulty,not aware of whats available,no_response,no_response,Yes,Yes,Yes,No,No,No,No,No,No,No,No,no_response,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Stage 3: 100 people,we are down 76% in turnover.  Landlord needs to reduce expectation for full rent until business returns to normal,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
